feature_path,label
/content/extracted_features/Arson/Arson002_x264_0_frame_0.npy,1
/content/extracted_features/Arson/Arson002_x264_0_frame_30.npy,1
/content/extracted_features/Arson/Arson002_x264_0_frame_60.npy,1
/content/extracted_features/Arson/Arson002_x264_0_frame_90.npy,1
/content/extracted_features/Arson/Arson002_x264_10_frame_0.npy,1
/content/extracted_features/Arson/Arson002_x264_10_frame_30.npy,1
/content/extracted_features/Arson/Arson002_x264_10_frame_60.npy,1
/content/extracted_features/Arson/Arson002_x264_10_frame_90.npy,1
/content/extracted_features/Arson/Arson002_x264_11_frame_0.npy,0
/content/extracted_features/Arson/Arson002_x264_11_frame_30.npy,0
/content/extracted_features/Arson/Arson002_x264_11_frame_60.npy,0
/content/extracted_features/Arson/Arson002_x264_11_frame_90.npy,0
/content/extracted_features/Arson/Arson002_x264_12_frame_0.npy,0
/content/extracted_features/Arson/Arson002_x264_12_frame_30.npy,0
/content/extracted_features/Arson/Arson002_x264_12_frame_60.npy,0
/content/extracted_features/Arson/Arson002_x264_12_frame_90.npy,0
/content/extracted_features/Arson/Arson002_x264_13_frame_0.npy,0
/content/extracted_features/Arson/Arson002_x264_13_frame_30.npy,0
/content/extracted_features/Arson/Arson002_x264_13_frame_60.npy,0
/content/extracted_features/Arson/Arson002_x264_13_frame_90.npy,0
/content/extracted_features/Arson/Arson002_x264_14_frame_0.npy,0
/content/extracted_features/Arson/Arson002_x264_14_frame_30.npy,0
/content/extracted_features/Arson/Arson002_x264_14_frame_60.npy,0
/content/extracted_features/Arson/Arson002_x264_14_frame_90.npy,0
/content/extracted_features/Arson/Arson002_x264_15_frame_0.npy,0
/content/extracted_features/Arson/Arson002_x264_15_frame_30.npy,0
/content/extracted_features/Arson/Arson002_x264_15_frame_60.npy,0
/content/extracted_features/Arson/Arson002_x264_15_frame_90.npy,0
/content/extracted_features/Arson/Arson002_x264_16_frame_0.npy,0
/content/extracted_features/Arson/Arson002_x264_16_frame_30.npy,0
/content/extracted_features/Arson/Arson002_x264_16_frame_60.npy,0
/content/extracted_features/Arson/Arson002_x264_16_frame_90.npy,0
/content/extracted_features/Arson/Arson002_x264_17_frame_0.npy,0
/content/extracted_features/Arson/Arson002_x264_17_frame_30.npy,0
/content/extracted_features/Arson/Arson002_x264_17_frame_60.npy,0
/content/extracted_features/Arson/Arson002_x264_17_frame_90.npy,0
/content/extracted_features/Arson/Arson002_x264_18_frame_0.npy,0
/content/extracted_features/Arson/Arson002_x264_18_frame_30.npy,0
/content/extracted_features/Arson/Arson002_x264_18_frame_60.npy,0
/content/extracted_features/Arson/Arson002_x264_18_frame_90.npy,0
/content/extracted_features/Arson/Arson002_x264_19_frame_0.npy,0
/content/extracted_features/Arson/Arson002_x264_19_frame_30.npy,0
/content/extracted_features/Arson/Arson002_x264_19_frame_60.npy,0
/content/extracted_features/Arson/Arson002_x264_19_frame_90.npy,0
/content/extracted_features/Arson/Arson002_x264_1_frame_0.npy,1
/content/extracted_features/Arson/Arson002_x264_1_frame_30.npy,1
/content/extracted_features/Arson/Arson002_x264_1_frame_60.npy,1
/content/extracted_features/Arson/Arson002_x264_1_frame_90.npy,1
/content/extracted_features/Arson/Arson002_x264_20_frame_0.npy,0
/content/extracted_features/Arson/Arson002_x264_20_frame_30.npy,0
/content/extracted_features/Arson/Arson002_x264_20_frame_60.npy,0
/content/extracted_features/Arson/Arson002_x264_20_frame_90.npy,0
/content/extracted_features/Arson/Arson002_x264_21_frame_0.npy,0
/content/extracted_features/Arson/Arson002_x264_21_frame_30.npy,0
/content/extracted_features/Arson/Arson002_x264_21_frame_60.npy,0
/content/extracted_features/Arson/Arson002_x264_21_frame_90.npy,0
/content/extracted_features/Arson/Arson002_x264_22_frame_0.npy,0
/content/extracted_features/Arson/Arson002_x264_22_frame_30.npy,0
/content/extracted_features/Arson/Arson002_x264_22_frame_60.npy,0
/content/extracted_features/Arson/Arson002_x264_22_frame_90.npy,0
/content/extracted_features/Arson/Arson002_x264_23_frame_0.npy,0
/content/extracted_features/Arson/Arson002_x264_23_frame_30.npy,0
/content/extracted_features/Arson/Arson002_x264_23_frame_60.npy,0
/content/extracted_features/Arson/Arson002_x264_23_frame_90.npy,0
/content/extracted_features/Arson/Arson002_x264_24_frame_0.npy,0
/content/extracted_features/Arson/Arson002_x264_24_frame_30.npy,0
/content/extracted_features/Arson/Arson002_x264_24_frame_60.npy,0
/content/extracted_features/Arson/Arson002_x264_24_frame_90.npy,0
